date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
07/02/2019,-0.4,-4.4,2.9,7.3,30,223,7.9,29.6,1021.5,
08/02/2019,2.4,-1.4,6.6,0,10,208,5,24.1,1020.5,
09/02/2019,6.2,2.2,9.6,0,0,232,16,53.7,1017.2,
10/02/2019,5.8,0.9,10.8,6.8,0,220,16.1,88.9,1009.5,
11/02/2019,1.9,0.2,4.8,0.7,0,242,17.7,72.2,1022.2,
12/02/2019,1.8,-1.3,5,0,0,251,4.8,18.5,1035.5,
13/02/2019,1.5,-2.7,7.2,0,0,50,5.1,16.7,1038,
14/02/2019,3.5,-1.1,10.4,0,0,70,3.1,13,1037.2,
15/02/2019,3.9,-1,10.9,0,0,66,3.8,18.5,1034.8,
16/02/2019,5.7,-0.6,13.5,0,0,150,2.3,13,1031.8,
17/02/2019,6.4,1.3,13.6,0,0,162,2.3,14.8,1027.7,
18/02/2019,6.2,1,13,0,0,213,2.9,13,1023.8,
19/02/2019,7.2,2.3,12,0,0,232,4.1,18.5,1023.4,
20/02/2019,6.2,1.8,12.2,0,0,178,2.7,13,1025.2,
21/02/2019,7.5,1.8,14.3,0,0,206,2.9,14.8,1029.5,
22/02/2019,8.1,4.2,11.6,0,0,31,5.1,27.8,1033.8,
23/02/2019,4.8,0.4,9.5,0,0,51,12.3,40.8,1035,
24/02/2019,3.3,-1.6,10,0,0,52,6.8,31.5,1037,
25/02/2019,5.8,-0.6,13.8,0,0,53,6.3,22.2,1036.2,
26/02/2019,6.8,1.1,14.7,0,0,65,4.8,16.7,1034.5,
27/02/2019,8.5,1.6,17.1,0,0,77,4.1,14.8,1028.9,
28/02/2019,10.6,4.6,18,0.1,0,247,9.8,44.5,1022.2,
01/03/2019,6.9,5.3,9.2,8.4,0,238,18.8,55.5,1020.1,
02/03/2019,7.1,5.1,9.7,0,0,231,8.2,27.8,1020.5,
03/03/2019,9.4,4.7,14.3,0,0,227,10.2,38.9,1017.2,
04/03/2019,8,3.6,13.1,1.5,0,228,22.4,98.2,1008.2,
05/03/2019,7.1,3.3,11.1,0,0,239,21.5,64.8,1014.1,
06/03/2019,7.8,2.4,13.3,0.2,0,122,5.8,24.1,1008.6,
07/03/2019,8.9,5.5,13.3,2.3,0,231,16.2,59.3,1006,
08/03/2019,6.4,5,8.5,2.6,0,233,14.2,46.3,1018.4,
09/03/2019,8.5,6.1,10.8,4.9,0,235,21.2,68.5,1022.4,
10/03/2019,9.7,5.6,13.9,3.3,0,240,29.8,100,1018.2,
11/03/2019,2.9,-0.4,5.8,2.9,0,248,22.1,63,1025.2,
12/03/2019,4.6,-0.1,9.1,0.2,,220,8.3,35.2,1023.4,
13/03/2019,4.3,2,9.1,3.4,0,241,23.5,64.8,1016.1,
14/03/2019,3.7,2.9,4.8,13.6,0,238,29.3,90.8,1016.1,
15/03/2019,7.8,4.5,10.2,19.8,0,239,29.2,77.8,1015.5,
16/03/2019,12.4,7.5,16.9,0,,244,20.2,70.4,1016.9,
17/03/2019,8.1,2.5,15.4,2.2,0,240,14.5,61.1,1011.1,
18/03/2019,3.3,0.5,7.8,2,0,229,10.7,38.9,1021.6,
19/03/2019,2.9,-0.7,8.3,0,0,69,5.5,22.2,1027.5,
20/03/2019,4.2,-1.2,10.1,0,0,54,9.5,33.3,1032.8,
21/03/2019,5.8,-0.5,12.5,0,0,52,7.1,24.1,1032.6,
22/03/2019,8.5,1.5,16.6,0,0,,3.7,16.7,1030,
23/03/2019,10.7,4.1,18.4,0,0,,3.7,16.7,1027.4,
24/03/2019,10.6,3.9,18,0,0,,5.5,25.9,1024.3,
25/03/2019,6.9,2.2,10.8,0.8,0,293,7,37,1024.4,
26/03/2019,4,1.5,8.2,0,0,32,5.8,24.1,1029.8,
27/03/2019,5.1,-0.2,11.9,0,0,52,10.8,38.9,1031,
28/03/2019,7.3,-0.1,14,0,0,51,10.7,37,1031.8,
29/03/2019,9.1,3,16.2,0,,48,6.2,22.2,1029,
30/03/2019,10.6,4.1,17.6,0,0,,3.5,16.7,1024.5,
31/03/2019,11.6,4.9,18.7,0,0,,,,,
01/04/2019,11.1,5.4,17,0,0,49,7.9,24.1,1016.5,
02/04/2019,12.3,6.4,19.2,1,0,184,5.5,25.9,1010.9,
03/04/2019,8.3,3.2,15.2,4.5,0,257,9.3,40.8,1005,
04/04/2019,1.3,0,3.4,15.8,0,253,7.3,24.1,1003.2,
05/04/2019,3.7,0.8,8,0,10,68,5,20.4,1005.2,
06/04/2019,6.7,0.3,13.5,0,0,54,5.3,22.2,1002.8,
07/04/2019,8.7,5.6,12.9,0,0,253,6.9,25.9,1005.9,
08/04/2019,9.6,7.1,12.4,1.3,0,242,5.8,22.2,1011.2,
09/04/2019,8.8,5.6,12.9,2.1,0,47,3.6,14.8,1010.2,
10/04/2019,8.2,5.8,11.4,0.3,0,2,4.1,13,1010.4,
11/04/2019,7.6,5.3,10.2,0,0,39,8.6,27.8,1014.8,
12/04/2019,5.9,1.8,9.6,0,0,44,8.2,24.1,1017.8,
13/04/2019,4.8,0.5,9.4,6.2,0,349,7.2,24.1,1019.5,
14/04/2019,1.5,0,2.7,5.3,0,13,4.8,18.5,1020.9,
15/04/2019,6.8,1,14,0,0,50,8,25.9,1020.2,
16/04/2019,9.6,3.9,15.8,0.8,0,246,6,24.1,1018.4,
17/04/2019,11.9,8,17.4,0.2,0,78,5.3,22.2,1020.9,
18/04/2019,13.5,6.2,20.9,0,0,52,8,25.9,1020.6,
19/04/2019,15.1,8.3,22.2,0,0,60,5.1,20.4,1024.2,
20/04/2019,15.6,7.8,22.4,0,0,57,6.5,31.5,1024.6,
21/04/2019,15.1,8.5,22.2,0,0,51,7.8,25.9,1017.8,
22/04/2019,15.4,8.1,21.5,0,0,60,8.4,31.5,1006.6,
23/04/2019,17,11.6,22.6,0,0,86,7,22.2,998,
24/04/2019,15,7.1,24.1,0,0,177,7.5,44.5,1002.6,
25/04/2019,13.2,5.6,20.7,4.6,0,103,9,37,1008.3,
26/04/2019,6.3,4.9,8.1,6.7,0,227,9.8,35.2,1016.9,
27/04/2019,7.7,4.7,13.3,4.2,0,225,12,50,1020.4,
28/04/2019,5.2,2.5,9.5,2.6,0,229,9.5,37,1023,
29/04/2019,6.3,3.7,10.6,0.3,0,334,3.8,14.8,1023.1,
30/04/2019,8.2,5.8,11.4,0,0,179,4.2,14.8,1020.6,
01/05/2019,10.2,3.9,17.5,0,0,45,5.7,22.2,1015.9,
02/05/2019,10.7,6.1,17.2,9.2,0,,7.2,37,1012.1,
03/05/2019,8.6,6.6,11.4,0,0,260,7.7,25.9,1012.6,
04/05/2019,5.7,0.7,10.2,12.7,0,273,7.6,37,1010.8,
05/05/2019,3,0.1,7.4,0.2,0,8,5,24.1,1017.3,
06/05/2019,4.9,-0.3,9.5,0,0,342,3.4,13,1021.4,
07/05/2019,8.1,0.8,14.6,1,0,65,4.2,16.7,1018.5,
08/05/2019,8.6,6.3,10.5,23.7,0,169,5.3,27.8,1008.7,
09/05/2019,10.1,4.7,15.3,6,,232,16.8,64.8,1005.4,
10/05/2019,11,7.5,15.9,1.7,0,224,8.4,40.8,1011.9,
11/05/2019,10.5,7.1,13.9,1.5,0,227,17.4,66.7,1013.9,
12/05/2019,8.5,5.3,13.3,0,0,358,8.3,35.2,1027.9,
13/05/2019,8.2,3.9,12.4,0,0,55,12.8,53.7,1030.8,
14/05/2019,8.2,4.1,13.6,0,0,53,12.7,50,1026.8,
15/05/2019,7.5,3.9,12.1,0,0,55,12,42.6,1021.6,
16/05/2019,8.4,3.1,13.4,0,0,43,8.3,24.1,1014.9,
17/05/2019,11.4,4.4,19.7,9,0,31,6.5,18.5,1006.6,
18/05/2019,12.6,8.4,17.9,5.5,0,326,4.5,16.7,1005.3,
19/05/2019,12.7,10.1,16.9,12.7,0,251,4.8,18.5,1005.3,
20/05/2019,10.6,9.9,11.4,38.6,0,240,10.6,35.2,1007.4,
21/05/2019,10.7,9.5,12.1,8.4,0,242,14.8,40.8,1013.8,
22/05/2019,13.7,9.8,18.4,0,0,261,5.2,18.5,1018.5,
23/05/2019,13.9,7.7,20.6,0,0,43,6.6,24.1,1018,
24/05/2019,15.7,8.6,21.9,0,0,31,5.3,18.5,1014.5,
25/05/2019,13.7,11.8,19.3,3.5,0,336,3.8,18.5,1015.1,
26/05/2019,15.1,10.4,20.2,0,,298,4.4,14.8,1016.2,
27/05/2019,15.9,12,19.3,0,0,249,4.7,18.5,1011.2,
28/05/2019,11.3,8.4,14.5,6.7,0,245,8.6,25.9,1010.3,
29/05/2019,10,7.7,15.2,3,0,242,5.4,18.5,1019.5,
30/05/2019,13,7.3,19.5,0,0,92,3.4,14.8,1025.5,
31/05/2019,16.5,10.8,22.7,0,0,58,4.6,22.2,1025.1,
01/06/2019,18.9,11,26,0,0,52,5.4,22.2,1021.6,
02/06/2019,20.8,13,27.9,0,0,159,4.3,18.5,1017.1,
03/06/2019,21.1,15.6,28.8,0,0,204,5,25.9,1015,
04/06/2019,22.5,15,29.7,0,0,84,5.1,20.4,1010.8,
05/06/2019,23.3,16.9,29.3,0,0,107,5.6,29.6,1005.9,
06/06/2019,12.8,10.3,16.1,0,,272,9,38.9,1013.1,
07/06/2019,15.4,8.8,26.4,0,0,29,8.8,42.6,1012.5,
08/06/2019,16.7,12.4,21.9,0,0,256,8.6,31.5,1022.7,
09/06/2019,13.5,9.9,15.4,2.3,0,26,5.6,16.7,1021.1,
10/06/2019,13.9,11.9,17,48,0,282,5.3,18.5,1014.6,
11/06/2019,12.9,9.2,15.5,3.5,0,297,6.1,16.7,1011.1,
12/06/2019,14.6,10.6,20.1,3.9,0,247,8.6,31.5,1011.6,
13/06/2019,17.4,12.1,22.9,0,0,243,4.7,18.5,1014.7,
14/06/2019,20.1,12.8,25.5,0,0,35,5.8,25.9,1013.9,
15/06/2019,18.4,12.6,24.1,26.2,0,257,8.8,33.3,1014.5,
16/06/2019,15.7,12.6,20.4,0.2,0,282,6.3,18.5,1020.7,
17/06/2019,18.3,11.8,24.8,0,0,48,7.9,24.1,1018.1,
18/06/2019,20.7,14.7,27.4,0,0,161,4.9,18.5,1014.5,
19/06/2019,22.2,14.9,28.6,0.1,0,206,5.3,24.1,1011,
20/06/2019,17.4,14.3,22.2,12.2,0,232,6.1,25.9,1014.1,
21/06/2019,17.9,13.6,22.5,2.7,0,60,4.7,20.4,1016.9,
22/06/2019,16.6,15.1,18.8,10.7,0,334,5.7,20.4,1016.5,
23/06/2019,19.5,15,25.2,0,,60,5.9,22.2,1016.3,
24/06/2019,22.4,15.5,29.4,0,0,49,7,20.4,1017,
25/06/2019,25.1,17.5,32.5,0,0,43,5.3,14.8,1017.8,
26/06/2019,26.9,20.3,34.3,0,0,58,4,16.7,1020.5,
27/06/2019,27.6,21.1,34,0,0,45,4.2,20.4,1019.8,
28/06/2019,24.6,19.3,30,0,0,44,9.3,24.1,1019.2,
29/06/2019,24.2,17.6,31.3,0,0,48,8.7,25.9,1016.7,
30/06/2019,26.8,19.5,34,0,0,261,7,29.6,1015.3,
01/07/2019,26.6,17.7,31.1,20.8,0,239,6.2,25.9,1016.1,
02/07/2019,21.2,17.6,26.5,0.9,0,33,5.6,20.4,1017.8,
03/07/2019,20.5,16.8,25.5,0,0,47,8.7,24.1,1017.8,
04/07/2019,20.9,14.9,26.5,0,0,43,8,22.2,1018.7,
05/07/2019,22.8,16.8,29.5,0,0,310,5.2,24.1,1016.4,
06/07/2019,20.8,17,25,8.1,0,207,6.6,31.5,1012.6,
07/07/2019,20.6,15.4,26.5,0,0,229,9.6,35.2,1013.5,
08/07/2019,18.4,15.5,22.4,0,0,10,4.7,18.5,1015.5,
09/07/2019,17.2,13.7,22.1,0,0,38,8.6,24.1,1016,
10/07/2019,16.4,10.1,22,0,0,42,8.8,31.5,1017.6,
11/07/2019,16.7,13.6,20.1,0.8,0,44,4.4,14.8,1015.6,
12/07/2019,18.2,14,22.7,5.1,0,207,7.2,29.6,1014.1,
13/07/2019,17.3,13.3,22.2,0,0,274,7.2,25.9,1016.3,
14/07/2019,17.1,11.9,23.3,22,0,41,7.1,27.8,1014.9,
15/07/2019,16.8,12.7,22.7,0,0,34,8,24.1,1014.3,
16/07/2019,19.1,12.1,25.7,0,0,9,5.1,16.7,1015.8,
17/07/2019,20.3,13.9,26.8,0,0,314,4.6,22.2,1013.2,
18/07/2019,21.2,15,27,0,0,271,5.1,22.2,1012.2,
19/07/2019,22.2,18.1,27.2,0,0,236,5.7,22.2,1014.4,
20/07/2019,23.5,16.6,30.6,3.9,0,206,6.2,27.8,1014.1,
21/07/2019,21.8,17.6,26.7,7.3,0,242,7.1,24.1,1020.3,
22/07/2019,23.3,17.9,29.5,0,0,35,4,14.8,1021.9,
23/07/2019,24.6,17.8,31.2,0,0,52,6.6,18.5,1019,
24/07/2019,26.8,19.6,34.2,0,0,57,4.4,14.8,1015.1,
25/07/2019,26.9,20.6,34.7,0,0,66,5.2,20.4,1013.2,
26/07/2019,26.6,20,32.6,0.4,0,208,5.1,31.5,1009.7,
27/07/2019,20.7,16.6,26.5,2.7,0,226,6.8,29.6,1004.8,
28/07/2019,16.1,14.5,17.4,20,0,276,9,37,1004,
29/07/2019,18.3,14.4,23.6,0,0,29,5.5,18.5,1011,
30/07/2019,21,15,27.2,4.5,0,251,5,22.2,1012.9,
31/07/2019,17.8,14.5,22.1,0,0,265,5.4,22.2,1017.4,
01/08/2019,19.6,14.5,24.9,0,0,33,4.7,16.7,1016.6,
02/08/2019,18.1,15.7,21.7,1.1,0,306,5.8,20.4,1015.1,
03/08/2019,19.8,14.9,25,0,0,243,6.2,25.9,1015.5,
04/08/2019,20.3,13.5,27.3,0,0,50,4.6,14.8,1015.1,
05/08/2019,23.3,18.4,30.1,7.2,0,200,6.2,27.8,1013.2,
06/08/2019,19.4,17.3,24.1,11.8,0,212,6.5,24.1,1012.8,
07/08/2019,18.2,16.8,19.6,6.9,0,217,7.2,24.1,1011.8,
08/08/2019,20.1,16.3,26.1,0,0,232,4.1,14.8,1013.1,
09/08/2019,23.8,16.3,31.5,16.5,0,163,4.4,18.5,1011.2,
10/08/2019,18.8,15.6,21.9,4.5,0,244,6.8,27.8,1016.5,
11/08/2019,19.3,14.7,26.9,7.1,0,26,6,38.9,1016.2,
12/08/2019,15.2,13.2,18.2,6.8,0,306,5.6,18.5,1017.6,
13/08/2019,15.4,12.3,19.1,0,0,262,5.9,22.2,1020,
14/08/2019,15.8,10.6,21.3,0,0,25,3.7,13,1018.9,
15/08/2019,16.6,13,21.8,1.5,0,220,8.3,33.3,1016.5,
16/08/2019,17.9,13.1,23,0,0,244,4.7,18.5,1018.5,
17/08/2019,19.3,15.1,23,0,0,192,5.8,22.2,1014,
18/08/2019,22.9,16.6,30.8,20.2,0,228,6,29.6,1010.5,
19/08/2019,17.8,15.3,22.5,25.1,0,240,5.8,18.5,1017,
20/08/2019,14.4,11.9,15.9,13.1,0,0,4.5,14.8,1022.9,
21/08/2019,14.8,10.6,19.5,0,0,50,8.9,31.5,1026,
22/08/2019,14.5,11.8,18.3,0,0,45,7.2,24.1,1023.2,
23/08/2019,15.8,12.7,20.8,0,0,50,7.3,22.2,1023.1,
24/08/2019,17.9,13.2,24.1,0,0,22,4.7,13,1019.6,
25/08/2019,20.1,14.2,27.5,0,0,,3.9,14.8,1018.3,
26/08/2019,20.5,14.3,27.5,0,0,71,3.9,14.8,1017.8,
27/08/2019,21.7,15.2,28.5,0,0,153,4,16.7,1016.5,
28/08/2019,22.8,19.6,27.4,0,0,200,4.2,16.7,1016.4,
29/08/2019,20.6,17.4,24,0,0,205,4.8,16.7,1018.7,
30/08/2019,21.2,16,27.7,0,0,53,4.7,16.7,1020.5,
31/08/2019,21.3,16.5,28.7,0,0,159,4.9,18.5,1015.8,
01/09/2019,19.1,15.6,23.7,14.4,0,244,5.5,18.5,1014.5,
02/09/2019,14.4,11.2,15.6,0.3,0,26,5.7,20.4,1021.2,
03/09/2019,14.8,10.1,20.9,0,0,44,5.5,16.7,1024,
04/09/2019,17.2,11.3,24,0,0,266,4.5,20.4,1018.8,
05/09/2019,13.8,11.4,16.2,2.2,0,287,4.8,22.2,1019.6,
06/09/2019,12.1,10.4,14.5,0.1,0,44,6.1,22.2,1022.4,
07/09/2019,13.8,10.8,18.1,18.3,0,211,4.5,14.8,1020.2,
08/09/2019,10.1,9.1,11.5,23.2,0,240,5.9,22.2,1018.1,
09/09/2019,11.7,9,16,0,0,240,8.1,24.1,1017,
10/09/2019,13.8,9.6,19.9,0,0,50,6.3,22.2,1015.8,
11/09/2019,14.7,9.3,21,0,0,330,4.8,16.7,1023,
12/09/2019,17,12,23.2,0,0,97,3,13,1029.9,
13/09/2019,17.9,11.8,24.7,0,0,63,3.6,16.7,1031,
14/09/2019,17.9,13,23.7,0,0,48,6.3,16.7,1028.9,
15/09/2019,19.2,14.3,26.1,0,0,145,4.1,16.7,1024.4,
16/09/2019,20.1,15,27.2,0,0,210,4.2,20.4,1019.8,
17/09/2019,18.7,14.7,25,0,0,328,4.3,18.5,1018.5,
18/09/2019,13.6,9.6,17.8,0,0,45,11.6,35.2,1021.5,
19/09/2019,11.7,7.1,17.2,0,0,47,11.5,37,1024.8,
20/09/2019,11.5,5.7,17.8,0,0,49,9.4,29.6,1025.8,
21/09/2019,13.6,6.6,21.5,0,0,48,5.8,18.5,1020,
22/09/2019,17.3,12.4,23.4,4.6,0,27,4.6,13,1012.1,
23/09/2019,13.1,10.5,16,10.7,0,230,7.8,38.9,1016.4,
24/09/2019,12.4,9.5,14.9,2.2,0,150,3.7,13,1014.5,
25/09/2019,14.7,12.7,19.1,5.1,0,233,11.4,37,1011.9,
26/09/2019,14.3,12.1,16.8,0.7,0,214,7.4,24.1,1014.7,
27/09/2019,16.6,12.9,22.4,8.6,0,228,7.3,33.3,1015.4,
28/09/2019,14.6,12,18.6,0,0,245,9.3,35.2,1018.6,
29/09/2019,16.7,10.2,22.2,0,0,206,10,53.7,1013.1,
30/09/2019,15.2,10.6,19.6,0,0,266,16.6,70.4,1014.2,
01/10/2019,15.5,10.5,23,5.2,0,209,6.9,29.6,1010,
02/10/2019,12,5.9,15.9,6.3,0,256,13.7,38.9,1010,
03/10/2019,8.3,5.1,12.9,0,0,355,3.8,13,1019.9,
04/10/2019,9.4,6.4,11.9,6.3,0,215,11.3,44.5,1013.8,
05/10/2019,11.2,8.5,14,4.8,0,250,13,42.6,1014.6,
06/10/2019,10.9,8.5,13.8,12.7,0,227,6.4,35.2,1015.7,
07/10/2019,9.9,7.3,13.6,0,0,246,7.5,38.9,1018.3,
08/10/2019,12.8,8.7,17.1,16.5,0,221,8,27.8,1016.7,
09/10/2019,10.9,9.4,13.9,25.1,0,241,13.5,51.8,1014.9,
10/10/2019,11.4,8,15.5,0.2,0,240,17.5,53.7,1019.6,
11/10/2019,11.3,7.2,17.5,0,0,193,4.3,16.7,1021.1,
12/10/2019,14.8,9.1,20.8,0,0,204,3.8,16.7,1018.3,
13/10/2019,15.8,11.9,21.8,0,0,143,3.2,13,1017,
14/10/2019,15.1,10.8,21.7,0,0,80,3.3,11.1,1015.4,
15/10/2019,11.8,8.9,16.4,14.4,0,313,9.3,44.5,1010.4,
16/10/2019,10.9,7.8,15.7,0,0,212,6.9,31.5,1016.8,
17/10/2019,13,8.3,18,0.7,0,205,3.3,14.8,1015.9,
18/10/2019,12.8,11,16.2,8.7,0,209,4.7,20.4,1014.2,
19/10/2019,11.9,10,15,3.3,0,74,4.4,14.8,1010.9,
20/10/2019,11.2,8.9,15.3,0,0,40,5.4,16.7,1008.7,
21/10/2019,13,11.1,15.1,1.3,0,296,3.8,14.8,1017.4,
22/10/2019,12.4,11.1,13.9,0,0,40,5.5,18.5,1022.2,
23/10/2019,12.8,10.6,16.3,0,0,51,6.8,20.4,1015.6,
24/10/2019,13.2,11.2,16.1,0.6,0,284,4.5,18.5,1012,
25/10/2019,12.6,9.1,17.1,0,0,230,2.8,11.1,1022.1,
26/10/2019,12.1,8,18.5,0,0,159,2.9,11.1,1022.5,
27/10/2019,14.2,9.7,19.2,0.7,0,229,4,16.7,1021.2,
28/10/2019,10.6,7.1,12.9,7.9,0,49,6.2,20.4,1019.7,
29/10/2019,6.9,5.9,7.8,6.5,0,40,7.4,22.2,1020.6,
30/10/2019,6.1,5.7,6.7,10.4,0,47,8,22.2,1023.5,
31/10/2019,6.3,5.1,7.4,0,0,47,6.2,16.7,1020.8,
01/11/2019,9.5,6.5,12,3.8,0,184,4.5,14.8,1013.6,
02/11/2019,12.5,10.2,15.9,3.8,0,228,6.7,27.8,1000.9,
03/11/2019,9.5,8.1,11.1,3.6,0,213,8.6,53.7,992,
04/11/2019,10.1,7.5,13.3,1.8,0,232,14.2,53.7,996.4,
05/11/2019,8.1,5.8,11.2,4.2,0,206,6.2,35.2,999.6,
06/11/2019,7,5.9,8.4,0,0,220,6.7,25.9,1005.5,
07/11/2019,5.2,2.4,8.2,8.6,0,186,4.8,20.4,1005.6,
08/11/2019,3.4,2,4.3,10.6,0,339,5,16.7,1007,
09/11/2019,4.1,0.9,7.7,0,0,224,4.1,13,1011.4,
10/11/2019,1.7,-1,5,0,0,52,4.2,13,1012.6,
11/11/2019,3.4,1.3,6.4,0.3,0,244,4.4,16.7,1014.2,
12/11/2019,4.9,1.6,8,0,0,223,6.8,22.2,1009,
13/11/2019,3.2,0.7,6.1,0,0,229,4.8,18.5,1006.7,
14/11/2019,2.6,-0.8,5.2,0,0,58,6.9,24.1,1002.5,
15/11/2019,3.3,0.9,6.3,0.4,0,348,6,24.1,1001,
16/11/2019,3,0.4,7.1,0.1,0,19,4.1,14.8,1009.2,
17/11/2019,2.7,1.9,3.7,4,0,348,5.9,22.2,1008.4,
18/11/2019,3.9,1.3,7.3,0,0,238,10.3,40.8,1011.7,
19/11/2019,2.8,0.2,5.4,0,0,10,3.6,11.1,1018,
20/11/2019,3.9,3.1,4.9,0,0,50,5.2,16.7,1016.1,
21/11/2019,3.6,2.7,4.1,0,0,56,4.2,14.8,1010.9,
22/11/2019,3.8,2.3,6.5,0,0,59,6.7,27.8,1007.9,
23/11/2019,7.7,1.9,15,0,0,57,10.3,33.3,997.7,
24/11/2019,7,5.2,9.2,0,0,326,3.4,16.7,1006,
25/11/2019,6.1,5.3,6.8,0.1,0,165,2.9,9.3,1011.3,
26/11/2019,7,4.4,10.5,0.2,0,193,3.5,11.1,1009.7,
27/11/2019,8.1,4.4,11.5,6.4,0,217,9.6,42.6,1001.7,
28/11/2019,7.9,6.5,10,5.3,0,232,20.1,59.3,1004,
29/11/2019,6.3,3,8.2,9.8,0,238,16.8,53.7,1012.5,
30/11/2019,2.7,0.7,5.6,0,0,37,6.3,24.1,1022,
01/12/2019,1.7,0.3,3.1,2.4,0,52,6.6,24.1,1018.1,
02/12/2019,1.5,-1.5,3.2,0,0,26,6.7,25.9,1024.1,
03/12/2019,-0.7,-2.8,2.8,0,0,49,8.7,27.8,1028.2,
04/12/2019,-1.1,-3.4,0.3,0,0,54,4.9,20.4,1024.2,
05/12/2019,-0.1,-0.9,2.2,0,0,228,2.4,11.1,1024.7,
06/12/2019,2.4,-1,8.8,0.4,0,223,6.8,27.8,1022,
07/12/2019,8,5,10.3,0.5,0,234,12.8,38.9,1019.9,
08/12/2019,7.8,5.2,10.1,0.9,0,221,12.3,51.8,1016.5,
09/12/2019,5.8,3.3,9.3,5.5,0,237,24.5,64.8,1010.6,
10/12/2019,2.2,-1.2,5,0,0,216,7.7,46.3,1026.6,
11/12/2019,1.1,-1.5,3.5,4.6,0,193,5.9,27.8,1017.1,
12/12/2019,1.7,-1.4,4.5,1.1,0,215,9.3,38.9,1007.3,
13/12/2019,2.4,-0.3,4.8,2.8,10,207,17.3,68.5,990.7,
14/12/2019,6.7,3.4,9.1,0.1,0,233,25.9,85.2,1001.7,
15/12/2019,9.2,5.6,12.9,0,0,226,11.9,40.8,1008.3,
16/12/2019,5.8,4.1,8.7,0,0,72,4.8,18.5,1011.2,
17/12/2019,8,4.8,11.4,0,0,29,4.9,16.7,1009.4,
18/12/2019,8.2,5.2,11.9,0,0,51,4.3,16.7,1018,
19/12/2019,6.3,3.7,10.2,0,0,56,5.1,14.8,1015.6,
20/12/2019,7.4,2.7,13.4,9.7,0,42,9.4,55.5,997.9,
21/12/2019,5,2.6,7.4,2.8,0,151,4.7,20.4,996,
22/12/2019,5.1,3.6,6.9,6.5,0,214,15.7,75.9,993.3,
23/12/2019,4.7,3.8,5.4,3.7,0,238,20.1,50,1013,
24/12/2019,5.5,3.2,8.5,7.4,0,226,15.9,57.4,1019.6,
25/12/2019,5.8,3.5,7.4,2,0,252,18.4,61.1,1022.9,
26/12/2019,2.7,0.8,4.9,5.3,0,104,5.7,25.9,1026.6,
27/12/2019,4.9,3.8,5.6,6.5,0,225,7.9,37,1027.7,
28/12/2019,1.9,-0.8,5.1,0,0,50,9.7,31.5,1037.4,
29/12/2019,-0.9,-2.7,0.9,0,0,54,7.3,22.2,1039,
30/12/2019,-1.2,-2.8,0.6,0,0,110,3.8,14.8,1036.1,
31/12/2019,-0.3,-2.5,1.6,0,0,158,3.1,13,1034.3,
01/01/2020,-1.8,-2.9,-0.9,0,0,63,4.2,14.8,1034.6,
02/01/2020,-1.3,-2.1,-0.3,0,0,196,2.8,11.1,1032.2,
03/01/2020,2.8,-0.9,6.2,0.9,0,226,7.6,27.8,1028.6,
04/01/2020,5,2.1,6.9,0.5,0,246,7.9,25.9,1033.1,
05/01/2020,1.7,-1,5.8,0,0,47,5.5,20.4,1036.3,
06/01/2020,0.1,-2.1,4.2,0,0,162,3.5,14.8,1031.8,
07/01/2020,3,-0.8,5.5,0,0,206,4.8,16.7,1031.3,
08/01/2020,2.9,-1.1,7.5,0,0,192,3.1,13,1032.2,
09/01/2020,6.2,1.8,10.6,0,0,199,4,14.8,1024.6,
10/01/2020,7.7,5,10.3,0,0,235,11.3,37,1024.1,
11/01/2020,3.7,0.1,6.7,0,0,25,4.4,16.7,1033.2,
12/01/2020,1.7,-0.7,5.8,0,0,212,3.5,13,1031,
13/01/2020,1.6,-0.9,4.9,0,0,185,2.4,11.1,1025,
14/01/2020,4.2,-0.5,9.4,0,0,186,3.4,27.8,1020.1,
15/01/2020,6.8,1.7,11.6,0,0,190,3.4,16.7,1023.1,
16/01/2020,6.2,2.1,10.7,0,0,117,2.9,20.4,1029.1,
17/01/2020,4.5,1.2,8.3,4,0,205,5.2,31.5,1024.3,
18/01/2020,3.5,0,6,0,0,252,7.6,33.3,1028.7,
19/01/2020,0.6,-1.1,3.6,0,0,32,6.8,24.1,1035.2,
20/01/2020,-0.3,-2.4,2.7,0,0,50,11.7,37,1042.8,
21/01/2020,-1.8,-4,1.7,0,0,49,5.9,24.1,1041.8,
22/01/2020,-2.8,-4.2,-1.4,0,0,61,4,16.7,1036.7,
23/01/2020,-2.8,-3.3,-2.1,0,0,50,4.7,16.7,1032,
24/01/2020,-0.6,-3,3.7,0,0,198,2.4,9.3,1026.9,
25/01/2020,0,-2.1,4.1,0,0,102,2.2,7.4,1023.8,
26/01/2020,2.2,-1.2,6.2,0.7,0,208,3.5,13,1021.5,
27/01/2020,5.4,2.9,8,4.4,0,213,6.5,31.5,1016.3,
28/01/2020,4.2,1.3,6.1,5.6,0,234,25.2,85.2,1007.4,
29/01/2020,3.2,1.3,4.8,1.3,0,240,20.7,57.4,1014.8,
30/01/2020,4.9,1.6,8.1,5.6,0,212,8.9,37,1018.1,
31/01/2020,9.3,5.2,13.9,0,0,232,13,40.8,1017.1,
01/02/2020,9.3,4.9,12.7,9.1,0,225,15.7,87,1015.2,
02/02/2020,10.7,8.4,13.2,6.8,0,234,24.4,68.5,1018,
