date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
03/02/2020,12.6,10.5,15.5,13.7,0,238,30.3,74.1,1018.8,
04/02/2020,4.8,0.9,16,0.2,0,251,25.2,94.5,1018.2,
05/02/2020,2.2,-1.6,5.9,0,0,299,7,27.8,1033.1,
06/02/2020,0.4,-2.8,5.6,0,0,55,5.5,18.5,1033.4,
07/02/2020,1,-2.8,6.5,0,0,64,3.4,16.7,1029,
08/02/2020,3.1,-1.4,8.9,0,0,183,2.4,11.1,1026.7,
09/02/2020,7.3,1.5,11.1,0,0,210,9.8,50,1022.7,
10/02/2020,10,5.8,13.2,12.9,0,240,40.4,113,1010.9,
11/02/2020,4.5,1.1,9.4,8.5,0,244,31.6,107.4,1015.7,
12/02/2020,3.5,1,5.4,0,0,239,20.8,61.1,1022.6,
13/02/2020,3.3,0,7,13,0,204,11.5,63,1015.8,
14/02/2020,5.6,2.5,9,0.3,0,239,15.7,63,1022.5,
15/02/2020,5.3,0,10.9,0,0,160,2.8,13,1025.7,
16/02/2020,9.8,4.2,15.1,0,0,210,6,29.6,1019.8,
17/02/2020,9,3.4,12.8,7.4,0,239,16.1,48.2,1020.7,
18/02/2020,5.5,3,9.2,0,0,242,15.3,50,1029.3,
19/02/2020,4.4,3,6.9,2.5,0,234,16.7,55.5,1026.4,
20/02/2020,6.2,2.6,10.8,1.1,0,213,8.3,53.7,1024.1,
21/02/2020,5.1,2.5,9.1,0,0,241,10.3,57.4,1029.5,
22/02/2020,7,0.3,13.5,0,0,229,7.6,33.3,1030.9,
23/02/2020,12.7,8.4,16.1,0,0,242,22.5,74.1,1028,
24/02/2020,13.6,10.4,18,0,0,240,17.1,64.8,1021.8,
25/02/2020,8.1,3.8,12.7,13,0,246,20.1,63,1009.6,
26/02/2020,1.4,-0.2,5.2,5.3,0,244,23.2,64.8,1007.3,
27/02/2020,1.6,-0.6,4.8,6.7,0,223,19.7,92.6,1007.6,
28/02/2020,4.1,0.8,7.7,0.7,0,217,13,79.6,1016.6,
29/02/2020,7.9,3.6,13.9,17.8,0,194,8.4,37,1006.2,
01/03/2020,7.4,3.9,13.2,0.8,0,229,16.4,72.2,1002.3,
02/03/2020,4.6,1.5,7,4.6,0,249,11.1,74.1,995.3,
03/03/2020,3.9,1.9,8.2,0.6,0,252,13.7,53.7,1006.2,
04/03/2020,4,0.5,8.5,0.9,0,208,5.2,24.1,1014.7,
05/03/2020,4.7,2.8,7,13.9,0,167,7,29.6,1002.6,
06/03/2020,4.7,2.6,7.1,1.2,0,240,25.9,79.6,1002.1,
07/03/2020,3.4,0.4,6.7,0,0,243,8.5,33.3,1019.8,
08/03/2020,4.6,-0.3,9.9,1.8,0,201,4.5,18.5,1021.4,
09/03/2020,4.9,3,7.5,3.1,0,231,10.2,40.8,1018.2,
10/03/2020,4.5,2.3,7.6,7.4,0,222,14.8,44.5,1020.2,
11/03/2020,11.8,6.3,17.9,0,0,243,16.1,44.5,1020.6,
12/03/2020,11.6,7.9,17,0.1,0,247,15,48.2,1017.7,
13/03/2020,7.1,2.3,11.4,0,0,266,10.5,38.9,1021.9,
14/03/2020,5.1,1.2,9.1,0,0,28,4.8,13,1021.9,
15/03/2020,7.1,0.9,14.5,0,0,99,5,14.8,1018.7,
16/03/2020,10.1,4.1,17.2,0,0,258,3.4,16.7,1020.4,
17/03/2020,10.8,5.8,17.3,0,0,264,3.9,16.7,1028.8,
18/03/2020,11.4,4.9,18.1,0,0,20,3.7,16.7,1028.2,
19/03/2020,12.2,6.3,19,0,0,345,3.6,16.7,1023.7,
20/03/2020,12.2,7.4,18.3,0,0,,4.4,22.2,1020.4,
21/03/2020,6.3,2.9,10,0,0,43,8.4,37,1018.3,
22/03/2020,3.1,-1.4,8.3,0,0,52,15.2,42.6,1021.9,
23/03/2020,1.2,-3.5,7.8,0,0,52,14.8,42.6,1028.3,
24/03/2020,1.5,-3.5,7.8,0,0,51,13.8,48.2,1027.7,
25/03/2020,1.8,-2.3,7.7,0,0,48,11.4,38.9,1021.7,
26/03/2020,1.2,-3,5.5,0,0,44,9.7,31.5,1016.2,
27/03/2020,5.3,-1.3,11.8,0,0,21,5.1,16.7,1015.4,
28/03/2020,9.2,2.8,16,0,0,,3.4,16.7,1016.7,
29/03/2020,4.6,0.4,8.1,5.7,0,,,,,
30/03/2020,0.7,-1.4,2.6,0,0,50,13,44.5,1023.2,
31/03/2020,2.2,-3.3,8.6,0,0,53,12.4,42.6,1024.5,
01/04/2020,3.7,-2.6,10.8,0,0,43,7.5,25.9,1020.7,
02/04/2020,7.1,0,14.4,0,0,285,5.5,24.1,1014.1,
03/04/2020,7.9,2.2,13.3,0,0,295,4.4,18.5,1016.8,
04/04/2020,8.8,1.7,15.5,0,0,45,7.3,25.9,1021.2,
05/04/2020,10.8,3,18.4,0,0,50,7.2,20.4,1021.9,
06/04/2020,13.3,6.1,21.4,0,0,,4,20.4,1022.8,
07/04/2020,14.2,7.4,22,0,0,44,5.9,33.3,1027,
08/04/2020,14.1,7.8,21.9,0,0,,4.2,20.4,1025,
09/04/2020,14.7,8.9,21.5,0,0,,4.2,22.2,1022.8,
10/04/2020,15,8.4,22.4,0,0,44,5.5,22.2,1022.1,
11/04/2020,15.3,8.8,22.3,0,0,49,4.9,20.4,1021.6,
12/04/2020,16.1,8.8,23.7,0,0,208,4.3,27.8,1017.6,
13/04/2020,15.1,6.9,20.9,0.1,0,280,5.8,31.5,1014.4,
14/04/2020,6.8,2.8,11.7,0,0,48,12.8,38.9,1021,
15/04/2020,9.2,0.1,18.6,0.1,0,47,8.5,31.5,1022.5,
16/04/2020,14.2,6.4,22.2,0,0,,4.5,20.4,1018.8,
17/04/2020,16.7,10.3,23.6,0,0,214,3.9,20.4,1015.4,
18/04/2020,16.9,11.2,23.9,0,0,232,5,25.9,1015,
19/04/2020,16.1,9.9,21.2,0,0,63,7.7,37,1012.4,
20/04/2020,13.6,10.1,18.1,0,0,52,13.5,38.9,1009.1,
21/04/2020,12.4,8.4,18.9,0,0,48,13.1,35.2,1008.1,
22/04/2020,14.3,7.5,21.6,0,0,45,10.1,29.6,1012.5,
23/04/2020,14.3,7.3,21.6,0,0,42,6.2,24.1,1016.8,
24/04/2020,15.5,8.4,22.6,0.2,0,245,7.2,38.9,1014.3,
25/04/2020,16.8,10.5,22.6,0,0,248,4.3,20.4,1009.9,
26/04/2020,14.1,9.6,21.5,0.7,0,3,5.1,20.4,1009.1,
27/04/2020,15.9,10.1,22.5,1.4,0,233,5.5,25.9,1009.5,
28/04/2020,11.8,8,14,17.2,0,236,7.3,27.8,1008.3,
29/04/2020,10.4,7.3,16.3,1,0,231,11.5,37,1011.1,
30/04/2020,9.6,8.7,10.8,5.8,0,213,8.2,33.3,1009.8,
01/05/2020,9.3,7.8,11.1,21.2,0,232,13.7,38.9,1008.6,
02/05/2020,9.3,6.2,14.3,12.3,0,243,14.9,44.5,1012.6,
03/05/2020,10.8,4,17.2,0.1,0,244,5.4,20.4,1018.1,
04/05/2020,15.3,9.6,21.2,0.1,0,228,6,29.6,1016.5,
05/05/2020,10.8,8.1,12.9,16.4,0,47,7.3,20.4,1016.5,
06/05/2020,10.6,6.5,15.8,0,0,45,9,27.8,1020.8,
07/05/2020,13,4.8,21.3,0,0,45,7.6,22.2,1022.4,
08/05/2020,17.6,10.3,25.1,0,0,155,4.1,20.4,1017.3,
09/05/2020,19.5,14.9,24.9,3.4,0,196,4.8,20.4,1011.6,
10/05/2020,18.2,13.7,24.1,0.1,0,143,5,18.5,1006,
11/05/2020,11.1,1.5,16.5,12.4,0,335,9.1,33.3,1001.6,
12/05/2020,6.4,2,12.3,0.1,0,45,10.9,40.8,1015.5,
13/05/2020,8.7,6.7,11.3,6.6,0,37,7.7,20.4,1010.4,
14/05/2020,8.3,6.7,9.6,0.8,0,42,11,33.3,1012,
15/05/2020,9.3,6,12.3,0.2,0,49,8.8,29.6,1015.1,
16/05/2020,11.4,5.1,18.1,0,0,49,7.3,24.1,1020.2,
17/05/2020,14.5,7.3,21.3,0,0,36,7.4,27.8,1020.2,
18/05/2020,16.4,8.6,23.3,0,0,28,6.4,20.4,1022,
19/05/2020,18.2,11.2,24.2,0,0,39,8.1,31.5,1019.2,
20/05/2020,18.1,13.1,22.7,0,0,45,8.3,33.3,1018.5,
21/05/2020,18.1,10.8,24.1,0,0,51,6.8,24.1,1019.9,
22/05/2020,19.7,13.1,26.2,0,0,192,5,25.9,1021.7,
23/05/2020,14.7,6.8,24.1,13.1,0,245,7,35.2,1025.1,
24/05/2020,12.7,6.9,19.1,0,0,249,6,24.1,1031.6,
25/05/2020,13.8,8.4,19.2,0,0,34,6.5,22.2,1031.4,
26/05/2020,14.4,8.9,20,0,0,48,9.1,29.6,1031,
27/05/2020,15.1,7.7,21.5,0,0,49,8.8,29.6,1030.5,
28/05/2020,15.2,10.1,22,0.3,0,54,6.5,25.9,1027.1,
29/05/2020,14,8.5,19.4,0,0,52,13.2,46.3,1022.6,
30/05/2020,13.8,8.1,19.3,0,0,48,10.3,33.3,1019.1,
31/05/2020,14.2,7.6,20.2,0,0,50,9.5,29.6,1017.8,
01/06/2020,16.9,9.3,24.2,0,0,52,9.1,29.6,1017.8,
02/06/2020,18.4,11.2,24.9,0,0,46,6.9,24.1,1015.3,
03/06/2020,18.3,13.9,25.5,7.3,0,217,5.8,29.6,1006.6,
04/06/2020,13,10.5,14.8,25.8,0,208,8,24.1,999.6,
05/06/2020,12.6,9.6,16.5,2.2,0,243,15.3,61.1,1002.4,
06/06/2020,15,11.3,20.2,8.5,0,244,15.4,50,1005.6,
07/06/2020,10.8,9.5,12.8,4.4,0,215,5.2,14.8,1010.2,
08/06/2020,13.1,9.4,19.3,8.8,0,51,6.4,27.8,1012,
09/06/2020,11.9,10.1,14.6,0.5,0,17,5.4,16.7,1013.5,
10/06/2020,12.4,11.4,14.9,18.8,0,279,4.8,14.8,1013.4,
11/06/2020,14.5,11.3,19.9,0,0,80,5.6,22.2,1009.2,
12/06/2020,18.5,10.5,26.8,0.1,0,78,8.1,25.9,1005.6,
13/06/2020,17,11.9,24.9,8.5,0,1,6.5,27.8,1010.1,
14/06/2020,13.3,11.7,15.6,0.3,0,226,10,31.5,1016.9,
15/06/2020,15.8,12.8,20.1,0,0,218,5.1,16.7,1018.3,
16/06/2020,16.3,13.3,21.1,0,0,140,4.8,20.4,1016.4,
17/06/2020,13.6,11,14.9,22,0,293,8,29.6,1013,
18/06/2020,14.4,10.9,20.3,6,0,248,5.1,22.2,1014.3,
19/06/2020,13.1,11.2,16,0.2,0,214,5.6,20.4,1018.4,
20/06/2020,16.3,11.7,21,0,0,19,3.9,24.1,1021.1,
21/06/2020,18.1,13.2,23.8,0,0,232,4.2,18.5,1021,
22/06/2020,19.1,15.6,24.3,0,0,294,4.1,16.7,1023,
23/06/2020,20.5,13.3,26.6,0,0,49,9.1,27.8,1021.5,
24/06/2020,21,14.4,27.2,0,0,48,9.4,27.8,1019.1,
25/06/2020,20.9,14,27.4,0,0,43,6.9,24.1,1016.5,
26/06/2020,19.7,15.9,26.9,0.7,0,188,6.4,25.9,1014.4,
27/06/2020,20.4,16.3,27.7,1.3,0,201,6.8,27.8,1014.2,
28/06/2020,19.5,14.2,25.6,27.7,0,237,6.9,25.9,1016.2,
29/06/2020,17.1,13.5,22.6,2.1,0,260,7.5,25.9,1015.7,
30/06/2020,19.2,13,26.3,0,0,276,6.2,27.8,1014.1,
01/07/2020,21.5,15.8,29.9,14,0,233,6.9,37,1010.9,
02/07/2020,18.6,15.8,24,1.6,0,237,7.9,31.5,1013.7,
03/07/2020,16.2,13.5,19.5,0,0,263,4.4,13,1018.8,
04/07/2020,18.9,13.4,24.9,0,0,250,5.2,25.9,1020,
05/07/2020,21.6,15.3,28.2,0,0,242,7.5,33.3,1018.3,
06/07/2020,18.4,12.3,21.1,0,0,269,10.6,38.9,1017.2,
07/07/2020,16.9,9.6,22.7,0,0,27,6.5,24.1,1019.8,
08/07/2020,19.6,12.6,26.8,0,0,287,5.8,27.8,1017.5,
09/07/2020,22.8,15.9,29.7,0,0,224,6.1,35.2,1015.9,
10/07/2020,22.7,15.6,29.6,22.1,0,232,9.4,38.9,1013.5,
11/07/2020,16.1,12.5,19.9,0,0,22,6,20.4,1020.4,
12/07/2020,17.4,11.4,23.5,0,0,51,9.5,31.5,1022.8,
13/07/2020,18.2,11.8,24.2,0,0,47,7.1,22.2,1020.3,
14/07/2020,19.6,13.3,25.7,0,0,213,5.5,25.9,1015.2,
15/07/2020,16.8,14.1,20.3,8.4,0,250,6.2,25.9,1014.6,
16/07/2020,14.8,13.8,16.9,7.5,0,243,6.7,22.2,1018.8,
17/07/2020,15.6,13.3,18.6,0,0,330,4.7,13,1019.5,
18/07/2020,17.6,11.9,23.3,0,0,49,7.5,25.9,1018.4,
19/07/2020,19.5,12.2,26.5,0,0,45,4.4,16.7,1016.3,
20/07/2020,22,15.4,29.1,0,0,199,4.6,25.9,1015.8,
21/07/2020,21.4,16,26.7,0,0,192,5.4,24.1,1018.9,
22/07/2020,21.7,17,26.7,0,0,176,5.8,27.8,1019.2,
23/07/2020,21.9,17.2,27.2,0,0,211,5.1,22.2,1015.3,
24/07/2020,18.5,16.3,22.3,1.1,0,223,6.5,27.8,1013.9,
25/07/2020,20.8,14.9,26.9,1,0,202,5.3,22.2,1014,
26/07/2020,20.7,16.1,25.9,0,0,243,7.9,29.6,1013.4,
27/07/2020,22.7,15.6,30.1,0,0,172,5,22.2,1015.4,
28/07/2020,24.4,21.1,29.9,1.1,0,241,8.2,33.3,1013.5,
29/07/2020,22.3,17.7,27.9,0,0,354,5.4,18.5,1017.6,
30/07/2020,23.5,15.7,31,0,0,29,5.4,14.8,1017.4,
31/07/2020,26.4,19.7,33.6,0,0,144,4.3,20.4,1015.1,
01/08/2020,24.7,17.9,30.4,1.3,0,180,5.1,20.4,1013.9,
02/08/2020,19.2,16.3,24.4,8,0,276,6.6,25.9,1015,
03/08/2020,15.3,11.8,18.1,32.3,0,281,6.2,25.9,1013,
04/08/2020,13.3,11.5,16.7,4,0,240,6.5,24.1,1015.8,
05/08/2020,16.2,10.3,22.8,0,0,52,7.9,31.5,1017.7,
06/08/2020,18.9,11.9,25.8,0,0,48,6.8,20.4,1018.5,
07/08/2020,21.7,14.7,28.6,0,0,52,5.3,16.7,1018.7,
08/08/2020,22.6,16.9,29,0,0,65,4.8,16.7,1019,
09/08/2020,23,17,29.8,0,0,83,4.1,18.5,1016.9,
10/08/2020,23.4,18.2,30.8,0,0,116,4.1,18.5,1013.8,
11/08/2020,23.4,19.4,30.6,2.8,0,170,4.5,16.7,1014.8,
12/08/2020,24.5,18.7,31.2,0,0,74,3.9,16.7,1014.4,
13/08/2020,21.6,18.1,25.7,0.9,0,176,6,27.8,1014.4,
14/08/2020,20.5,17.9,25.2,0,0,231,6.2,18.5,1015.5,
15/08/2020,21.3,16.5,27,0,0,123,4.1,13,1014.2,
16/08/2020,22.3,16.4,29.1,12.7,0,61,4.9,16.7,1010.6,
17/08/2020,18.7,15.7,23.6,6.7,0,215,5.7,18.5,1012.2,
18/08/2020,18.7,15,23.8,0.6,0,216,5.7,22.2,1013.4,
19/08/2020,20.1,14.9,25.1,0,0,115,4.4,13,1011.7,
20/08/2020,24.4,18.5,31,0,0,143,4.4,14.8,1009.8,
21/08/2020,25.6,18.9,32.7,0,0,201,5.5,25.9,1011.9,
22/08/2020,19.8,17.7,22.7,6,0,247,6.4,24.1,1018.3,
23/08/2020,18.9,16.6,22.3,0,0,248,7,29.6,1019.5,
24/08/2020,17.7,13.8,22.4,0,0,300,6,29.6,1018.1,
25/08/2020,18.8,12.3,25.3,0,0,168,4.5,18.5,1015,
26/08/2020,22.2,15.8,26.2,0,0,255,16.8,57.4,1015,
27/08/2020,18.7,13.7,24.5,0,0,346,3.9,16.7,1016.8,
28/08/2020,17.6,12.7,23.4,7.5,0,218,6.9,22.2,1008,
29/08/2020,13.3,12.4,14.2,18.9,0,121,5.8,29.6,1007.5,
30/08/2020,11.3,8.8,13,34.9,0,291,7.2,27.8,1010.3,
31/08/2020,13.5,9.6,19,0.2,0,252,4.1,16.7,1017.5,
01/09/2020,14,11.2,17.8,0,0,326,4.3,20.4,1016.8,
02/09/2020,14.5,11.2,20.3,0,0,41,5.7,20.4,1017.2,
03/09/2020,16.3,10.6,22.5,0,0,203,4.1,18.5,1022.3,
04/09/2020,19.3,13.1,26.2,0,0,180,3.7,14.8,1023.9,
05/09/2020,20.6,16.1,26.5,0,0,233,6.6,31.5,1018.4,
06/09/2020,14.8,12.4,16.6,5.2,0,353,4.9,16.7,1018.9,
07/09/2020,14.4,11.2,19.4,0,0,47,8.3,31.5,1021.7,
08/09/2020,15.6,9.5,22.3,0,0,44,5.4,14.8,1026.5,
09/09/2020,17.9,12.2,25.2,0,0,313,3.8,16.7,1023.7,
10/09/2020,18.4,13.6,24.1,0,0,50,5.1,20.4,1019.3,
11/09/2020,18.1,13.9,24.1,0,0,47,5.8,18.5,1016.3,
12/09/2020,19.2,14,25.8,0,0,60,3.4,13,1019,
13/09/2020,19.8,14.4,26,0,0,56,4.9,20.4,1024.6,
14/09/2020,20.5,14.7,28.3,0,0,78,4.2,13,1024.4,
15/09/2020,21.3,16.1,28.5,0,0,173,3.2,13,1021.3,
16/09/2020,20.7,16,26.7,0,0,142,3.3,13,1019.3,
17/09/2020,19.8,14.6,25.1,0,0,51,8.4,33.3,1019.6,
18/09/2020,18.1,14.2,22.4,0,0,49,8.3,31.5,1020,
19/09/2020,16.8,13.2,21.6,0,0,34,5.2,18.5,1017.7,
20/09/2020,18.3,14.4,23.8,0.9,0,45,4,13,1014.2,
21/09/2020,18.8,14.7,24.7,0,0,175,3.4,13,1014.9,
22/09/2020,18.6,14.7,23.2,1.7,0,193,3.8,14.8,1012.6,
23/09/2020,16.3,14.4,20.2,1.3,0,213,6.3,22.2,1010,
24/09/2020,15.7,12.6,19.6,12,0,214,7,31.5,1008.3,
25/09/2020,8.8,6.6,12.8,4.4,0,238,13.1,48.2,1003.9,
26/09/2020,6.7,5.5,8.6,5,0,242,26,66.7,1006.7,
27/09/2020,8.4,5.9,11.9,0,0,245,12.7,48.2,1005.5,
28/09/2020,10.1,5.4,15,3.2,0,246,4.3,29.6,1012,
29/09/2020,10.7,9.1,12.3,1.9,0,221,9.3,31.5,1019,
30/09/2020,11.2,7.9,16.6,0,0,51,3.4,13,1016.7,
01/10/2020,12.5,9.5,16.9,0.1,0,198,4.8,33.3,1007.8,
02/10/2020,13.6,10.1,19.9,4.1,0,62,8,31.5,992.7,
03/10/2020,9.4,5.8,12.9,8.3,0,242,10,44.5,994.2,
04/10/2020,11.8,8.5,16.1,3.1,0,242,7.9,37,1000.1,
05/10/2020,10.2,8.4,12.5,0.7,0,224,10.3,37,1007.9,
06/10/2020,11.8,9.7,15.6,2.2,0,234,16.1,55.5,1010.8,
07/10/2020,10.4,9.1,12.1,1.4,0,238,16.8,48.2,1017.4,
08/10/2020,12.1,7.9,17.2,0,0,220,6.7,24.1,1023.4,
09/10/2020,12.9,9.3,18.1,1.1,0,215,4.9,22.2,1022,
10/10/2020,10.2,7.3,13.2,7.5,0,243,6.7,22.2,1022.4,
11/10/2020,6.9,3.8,9.8,3.2,0,307,3.6,13,1021.9,
12/10/2020,6,3.3,8.6,0,0,289,3,11.1,1021.9,
13/10/2020,6.6,3.7,10.9,0,0,56,5,22.2,1014.7,
14/10/2020,6.3,3.3,10.7,0,0,46,8.8,33.3,1012.5,
15/10/2020,5.7,4.6,6.8,1.8,0,37,7.2,27.8,1013.8,
16/10/2020,6.9,5.7,8.2,6.5,0,24,3.7,13,1017.5,
17/10/2020,7.1,5.5,9.2,0,0,35,5.4,18.5,1019.5,
18/10/2020,7.6,5.4,10.7,0,0,358,2.8,11.1,1023.4,
19/10/2020,6.6,3.4,11.6,0,0,49,3.5,13,1023.9,
20/10/2020,8.9,3.6,15.1,0,0,72,3.3,13,1018.5,
21/10/2020,11.6,7.9,15.7,0,0,84,3.9,16.7,1013.5,
22/10/2020,12.6,8.7,17.6,6,0,76,3.4,14.8,1018.1,
23/10/2020,11.9,10.6,13,16.8,0,200,5,22.2,1017.2,
24/10/2020,11.2,7.3,15.2,0,0,222,7.3,31.5,1019,
25/10/2020,10.1,6,15.4,2,,100,3.3,11.1,1011.6,
26/10/2020,6.2,3.9,10.4,15.4,0,230,6.9,29.6,1009.3,
27/10/2020,7.2,5,10.8,0.9,0,215,6.5,24.1,1013.4,
28/10/2020,9.3,6.9,12.9,4.9,0,216,8.6,25.9,1016.4,
29/10/2020,10.3,9.2,11.1,6.4,0,238,17.3,55.5,1022.4,
30/10/2020,11.4,7.3,15.6,0,0,243,8.6,33.3,1026.2,
31/10/2020,7.7,4.9,11.6,0,0,165,3.5,11.1,1025.3,
01/11/2020,9.9,5.6,13.5,1.1,0,213,5.6,22.2,1021.3,
02/11/2020,16.7,12.3,21.4,0.1,0,225,6.6,20.4,1019.5,
03/11/2020,11.6,7.8,16.7,8.4,0,258,5.2,27.8,1024.5,
04/11/2020,6.4,5.5,7.9,0.4,0,46,6.9,29.6,1030,
05/11/2020,7.5,6.1,8.6,0,0,48,8.5,25.9,1034.4,
06/11/2020,7.1,6,9.9,0,0,48,6.3,22.2,1032.4,
07/11/2020,6.8,4.7,10.1,0,0,56,4.5,11.1,1028,
08/11/2020,6.7,4.3,11,0,0,87,2.6,9.3,1026,
09/11/2020,7.3,4.1,13,0.1,0,96,2.8,9.3,1025.4,
10/11/2020,6.3,3.5,10.2,0.1,0,76,2.6,7.4,1027.4,
11/11/2020,5.9,5,7.1,0.1,0,63,3,11.1,1026.9,
12/11/2020,9.3,6.7,14.1,0,0,193,4.4,18.5,1023.4,
13/11/2020,8.7,5,13.9,0.1,0,183,3.1,13,1023.3,
14/11/2020,9.3,5.6,14.6,0,0,169,2.3,9.3,1022.4,
15/11/2020,9.7,5.7,14,5.1,0,186,3.1,16.7,1017.8,
16/11/2020,9.3,6.6,11.4,0.2,0,235,11,42.6,1021.5,
17/11/2020,7.9,4.9,11.3,0,0,158,3.1,11.1,1029.9,
18/11/2020,5.1,3.1,11.6,0,0,154,2.8,9.3,1028.9,
19/11/2020,7.9,5.3,11.3,3.5,0,237,10.8,38.9,1027.9,
20/11/2020,4.3,0.8,6.7,0.2,0,0,6.5,29.6,1034.3,
21/11/2020,1.3,-1,4.8,0,0,53,5.6,20.4,1035.7,
22/11/2020,1.2,-2.1,5.4,0,0,116,2.5,7.4,1031.7,
23/11/2020,3.5,0.7,8.8,0,0,125,3.6,14.8,1030.7,
24/11/2020,2.2,0.4,3.6,0,0,60,4.2,14.8,1027.2,
25/11/2020,1.4,0.2,2.3,0,0,66,2.4,9.3,1023.2,
26/11/2020,1.5,0.5,3.1,0,0,135,2.4,7.4,1024.7,
27/11/2020,0.8,-0.3,2.2,0,0,72,3,13,1022.6,
28/11/2020,0.3,-0.5,1.4,0,0,52,6.9,20.4,1020.1,
29/11/2020,0.3,-0.7,1.6,0,0,44,7,22.2,1023,
30/11/2020,-0.2,-1,0.8,4.6,0,13,4.2,14.8,1027.3,
01/12/2020,0.1,-1.1,1,5.1,20,218,6.4,24.1,1020,
02/12/2020,0.1,-0.7,0.7,0,10,38,5.8,20.4,1016.3,
03/12/2020,0.7,-0.9,3.4,0,10,189,5.4,25.9,1007.8,
04/12/2020,0.3,-0.9,1.7,3.8,0,14,6.2,22.2,992,
05/12/2020,1.2,-0.2,2.1,5.7,40,64,4.7,16.7,999,
06/12/2020,0.8,-0.2,1.9,12.1,30,251,4.4,13,1000.9,
07/12/2020,0.8,-0.3,2.3,0,10,163,5.2,18.5,1002.6,
08/12/2020,0,-1.1,1.1,1.4,10,48,5.9,22.2,1003.2,
09/12/2020,0.2,-0.5,1,3.9,10,254,5.5,14.8,1010.8,
10/12/2020,-0.4,-1.7,0.2,0,20,62,3.8,11.1,1008.9,
11/12/2020,-0.8,-2.5,0.7,0.8,20,153,3.5,13,1003.2,
12/12/2020,3.3,0.4,4.8,4.3,20,203,5.5,20.4,1002.2,
13/12/2020,3.8,2.8,4.8,0.2,0,196,6.6,25.9,1013.9,
14/12/2020,2.8,0.9,5.4,0,0,100,3.3,9.3,1015.7,
15/12/2020,4.2,1.4,6.6,0,0,165,2.9,11.1,1016.4,
16/12/2020,3.3,1.8,4.7,0,0,58,3.3,13,1019.9,
17/12/2020,3.8,2.4,7.1,0,0,156,2.9,11.1,1025,
18/12/2020,2.5,-0.1,6.5,0,0,80,3.2,9.3,1026.4,
19/12/2020,0.5,-1.5,2,0,0,69,3.6,9.3,1023.2,
20/12/2020,2.4,-0.3,5.6,0.2,0,145,3.4,13,1023.9,
21/12/2020,4.7,2.3,7,8,0,174,4,18.5,1024.7,
22/12/2020,9.7,6.2,14,1.9,0,230,14.8,50,1022.8,
23/12/2020,9.3,6.3,12.6,18.2,0,219,7.5,37,1018.4,
24/12/2020,6.3,1.8,9.5,3.8,0,241,20.2,61.1,1014.3,
25/12/2020,0.8,-1,1.9,0.2,0,306,7.7,42.6,1020.9,
26/12/2020,-1.2,-3.3,1.5,0,0,68,4,16.7,1027.2,
27/12/2020,-1.4,-3.9,2.5,0,0,182,5.3,20.4,1005.6,
28/12/2020,1.4,-0.2,3.3,1.6,0,273,5.5,22.2,984.7,
29/12/2020,3.2,0.4,5.2,0.4,0,222,11.2,42.6,993.4,
30/12/2020,1.5,-0.8,3,0.4,0,219,5.5,16.7,1006.5,
31/12/2020,0.9,-0.7,2.3,1,0,183,4.1,13,1008.6,
01/01/2021,0.9,0.3,1.8,0.2,10,22,4.6,18.5,1008.9,
02/01/2021,0.6,-0.7,1,0,0,37,8.3,24.1,1010.9,
03/01/2021,-0.4,-2.3,0.5,0,0,15,4.4,18.5,1011.6,
04/01/2021,-0.9,-2.7,0,0,0,47,6.6,25.9,1012.9,
05/01/2021,-1.4,-2.1,-1,0.6,0,38,5.8,24.1,1013,
06/01/2021,-1.2,-2.4,-0.6,3.3,0,240,4.6,14.8,1014.8,
07/01/2021,-0.1,-0.9,0.9,0,20,198,3.6,11.1,1016.8,
08/01/2021,-1.9,-4.5,0.5,0,20,186,4.8,18.5,1018.5,
09/01/2021,-3.1,-6.2,-0.4,0,30,51,9.3,35.2,1021.2,
10/01/2021,-2.5,-3.4,-1,0,10,48,10.7,35.2,1022.7,
11/01/2021,-3.7,-4.7,-2,0,10,71,4.8,22.2,1024.9,
12/01/2021,-0.4,-3.3,1.7,9.5,10,227,17.3,61.1,1020.4,
13/01/2021,1.9,0,4.1,12.7,30,240,14.4,51.8,1020.6,
14/01/2021,0.6,-1.4,4.2,46.8,0,349,12.4,57.4,1018.6,
15/01/2021,-3,-7.1,-1,5.2,300,41,7.1,20.4,1022.4,
16/01/2021,-4.6,-8.2,-2.8,1.6,400,171,4.5,14.8,1028.5,
17/01/2021,0.1,-2.9,1.1,1.2,380,236,11.7,37,1021.9,
18/01/2021,0.6,-1.3,1.9,0,340,235,7.3,22.2,1028.7,
19/01/2021,0.4,-3.2,4.7,0,290,209,6.9,25.9,1023,
20/01/2021,2.7,0,6.7,0,240,166,3.9,16.7,1012.5,
21/01/2021,4.3,1.4,9.7,0.1,240,246,4.8,20.4,1005.3,
22/01/2021,5.7,0.9,8.9,5.8,220,241,6.2,42.6,997.2,
23/01/2021,1.6,0.2,3.4,0.9,200,221,8.3,29.6,999.2,
24/01/2021,0.6,-1.1,2.5,1.7,50,238,12.7,51.8,1003.2,
25/01/2021,-0.1,-1.3,2,4.1,60,228,12.1,37,1006.9,
26/01/2021,-0.2,-2,1.9,0,60,238,12.9,42.6,1022.6,
